"File","Line","Match","Code"
"tools\legacy\era56h_global_cache_single_cycle_canary_apply_and_postcheck_v1.py","213","PROJECT_RUNTIME.json","TK_AI.write_text(f'''# LATEST TK AI HANDOFF\n\nCURRENT_STATE_AUTHORITY=PROJECT_RUNTIME.json\nSTATE_SYNC_UTC={ts}\nCURRENT_ERA=ERA56_GLOBAL_INTELLIGENCE_CACHE\nCURRENT_STAGE=ERA56H_SINGLE_CYCLE_CANARY_PASSED_UNBOUND\nLAST_COMPLETED={WORK}\nLAST_RESULT={RESULT}\nSOURCE_DB_UNCHANGED=true\nGHOST_OR_STALE_ROWS=0\nCANARY_UNBOUND=true\nERA56_RUNTIME_BINDING_AUTHORIZED=false\nERA56_PRODUCTION_APPLY_AUTHORIZED=false\nPRODUCTION_MUTATION=false\nNEXT_SAFE_STEP={NEXT}\n''',encoding='utf-8')"
"tools\legacy\era56h_global_cache_single_cycle_canary_apply_and_postcheck_v1.py","214","PROJECT_RUNTIME.json","machine=load(MACHINE); machine['created_at_utc']=ts; machine['collect_mode']='canonical_sync_snapshot_no_tk_machine'; machine['current_state']={'authority':'PROJECT_RUNTIME.json','runtime_status':'ERA56_OPEN_CANARY_VERIFIED_UNBOUND','active_work_unit':{'id':WORK,'status':'CLOSED_CANARY_PASSED_UNBOUND','artifact':rel},'next_safe_step':{'name':NEXT,'status':'READY'},'last_action':{'timestamp':ts,'task':WORK,'result':RESULT,'artifact':rel}}; machine['known_facts']={'era56_opened':True,'era56_stage':'ERA56H_SINGLE_CYCLE_CANARY_PASSED_UNBOUND','single_cycle_canary_passed':True,'canary_unbound':True,'source_db_unchanged':True,'ghost_or_stale_rows':0,'runtime_binding_authorized':False,'production_apply_authorized':False,'production_mutation':False}; dump(MACHINE,machine)"
"tools\legacy\era56_final_closure_and_seal_v1.py","15","PROJECT_RUNTIME.json","RUNTIME=ROOT/'PROJECT_RUNTIME.json';ROADMAP=ROOT/'data/tokenoskobi_v1_v8_master_era_roadmap.json'"
"tools\legacy\era56_final_closure_and_seal_v1.py","16","06_PROJECT_MASTER_STATE.md","MASTER=ROOT/'06_PROJECT_MASTER_STATE.md';HANDOFF=ROOT/'07_PROJECT_HANDOFF.md';HISTORY=ROOT/'PROJECT_HISTORY.json';ALMANAC=ROOT/'04_ALMANAC.md'"
"tools\legacy\era56_final_closure_and_seal_v1.py","135","PROJECT_RUNTIME.json","TK_AI.write_text(f'''# LATEST TK AI HANDOFF\n\nCURRENT_STATE_AUTHORITY=PROJECT_RUNTIME.json\nSTATE_SYNC_UTC={ts}\nCURRENT_ERA=ERA56_GLOBAL_INTELLIGENCE_CACHE\nCURRENT_STAGE=ERA56_CLOSED_VERIFIED_READY_FOR_SEAL\nLAST_COMPLETED={WORK}\nLAST_RESULT={RESULT}\nERA56_CLOSED=true\nERA57_OPENED=false\nERA56_RUNTIME_BINDING_AUTHORIZED=false\nERA56_PRODUCTION_APPLY_AUTHORIZED=false\nPRODUCTION_MUTATION=false\nNEXT_SAFE_STEP={NEXT}\n''',encoding='utf-8')"
"tools\legacy\era56_final_closure_and_seal_v1.py","137","PROJECT_RUNTIME.json","machine=load(MACHINE);machine['created_at_utc']=ts;machine['collect_mode']='canonical_sync_snapshot_no_tk_machine';machine['current_state']={'authority':'PROJECT_RUNTIME.json','runtime_status':'ERA56_CLOSED_ERA57_NOT_OPENED','active_work_unit':{'id':WORK,'status':'CLOSED_VERIFIED_READY_FOR_SEAL','artifact':rel},'next_safe_step':{'name':NEXT,'status':'READY'},'last_action':{'timestamp':ts,'task':WORK,'result':RESULT,'artifact':rel}};machine['known_facts']={'era56_closed':True,'era57_opened':False,'runtime_binding_authorized':False,'production_apply_authorized':False,'production_mutation':False,'seal_tag':'ERA56_FINAL_SEAL'};dump(MACHINE,machine)"
"tools\legacy\era56_global_intelligence_cache_opening_v1.py","17","PROJECT_RUNTIME.json","RUNTIME=ROOT/'PROJECT_RUNTIME.json'; ROADMAP=ROOT/'data/tokenoskobi_v1_v8_master_era_roadmap.json'"
"tools\legacy\era56_global_intelligence_cache_opening_v1.py","18","06_PROJECT_MASTER_STATE.md","MASTER=ROOT/'06_PROJECT_MASTER_STATE.md'; HANDOFF=ROOT/'07_PROJECT_HANDOFF.md'; ALMANAC=ROOT/'04_ALMANAC.md'"
"tools\legacy\era56_global_intelligence_cache_opening_v1.py","19","PROJECT_HISTORY.json","HISTORY=ROOT/'PROJECT_HISTORY.json'; TK_AI=ROOT/'reports/LATEST_TK_AI_HANDOFF.md'; MACHINE=ROOT/'data/control/latest_tk_machine_state.json'"
"tools\legacy\era56_global_intelligence_cache_opening_v1.py","167","PROJECT_RUNTIME.json","TK_AI.write_text(f'''# LATEST TK AI HANDOFF\n\nCURRENT_STATE_AUTHORITY=PROJECT_RUNTIME.json\nSTATE_SYNC_UTC={ts}\nCURRENT_ERA=ERA56_GLOBAL_INTELLIGENCE_CACHE\nERA56_STATUS=OPEN_BOUNDED_DESIGN_ONLY\nLAST_COMPLETED={WORK}\nLAST_RESULT={RESULT}\nERA55_STATUS=CLOSED_VERIFIED\nERA55_SEAL_TAG={SEAL_TAG}\nERA55_SEAL_COMMIT={SEAL_COMMIT}\nERA56_PRODUCTION_APPLY_AUTHORIZED=false\nPRODUCTION_MUTATION=false\nNEXT_SAFE_STEP={NEXT}\n\nERA56 owns only derived immutable rebuildable global snapshots. Existing ledgers, runtime DB and producer artifacts remain authoritative.\n''',encoding='utf-8')"
"tools\legacy\era56_global_intelligence_cache_opening_v1.py","169","PROJECT_RUNTIME.json","machine=load(MACHINE); machine['created_at_utc']=ts; machine['collect_mode']='canonical_sync_snapshot_no_tk_machine'; machine['current_state']={'authority':'PROJECT_RUNTIME.json','runtime_status':'ERA56_OPEN_DESIGN_ONLY','active_work_unit':{'id':WORK,'status':'CLOSED_VERIFIED','artifact':rel},'next_safe_step':{'name':NEXT,'status':'READY'},'last_action':{'timestamp':ts,'task':WORK,'result':RESULT,'artifact':rel}}"
"tools\legacy\repo_cleanup_apply_safe_1_after_news_f_v1.py","22","PROJECT_BOOT.json","""PROJECT_BOOT.json"","
"tools\legacy\repo_cleanup_apply_safe_1_after_news_f_v1.py","23","PROJECT_RUNTIME.json","""PROJECT_RUNTIME.json"","
"tools\legacy\repo_cleanup_apply_safe_1_after_news_f_v1.py","24","PROJECT_MASTER_STATE.md","""PROJECT_MASTER_STATE.md"","
"tools\legacy\repo_cleanup_apply_safe_1_after_news_f_v1.py","25","PROJECT_HANDOFF.md","""PROJECT_HANDOFF.md"","
"tools\news\news_a_final_pre_replay_truth_snapshot_noapi_v1.py","32","PROJECT_RUNTIME.json","""runtime"": ROOT / ""PROJECT_RUNTIME.json"","
"tools\news\news_a_final_pre_replay_truth_snapshot_noapi_v1.py","33","PROJECT_BOOT.json","""boot"": ROOT / ""PROJECT_BOOT.json"","
"tools\news\news_a_final_pre_replay_truth_snapshot_noapi_v1.py","39","PROJECT_MASTER_STATE.md","""project_master_state_root"": ROOT / ""PROJECT_MASTER_STATE.md"","
"tools\news\news_a_final_pre_replay_truth_snapshot_noapi_v1.py","40","PROJECT_HANDOFF.md","""project_handoff_root"": ROOT / ""PROJECT_HANDOFF.md"","
"tools\news\news_a_final_pre_replay_truth_snapshot_noapi_v1.py","41","06_PROJECT_MASTER_STATE.md","""master_state_06"": ROOT / ""06_PROJECT_MASTER_STATE.md"","
"tools\news\news_a_final_pre_replay_truth_snapshot_noapi_v1.py","42","07_PROJECT_HANDOFF.md","""handoff_07"": ROOT / ""07_PROJECT_HANDOFF.md"","
"tools\news\news_f_final_operational_seal_with_known_warnings_v1.py","18","PROJECT_RUNTIME.json","PROJECT_RUNTIME = ROOT / ""PROJECT_RUNTIME.json"""
"tools\news\news_f_final_operational_seal_with_known_warnings_v1.py","19","PROJECT_BOOT.json","PROJECT_BOOT = ROOT / ""PROJECT_BOOT.json"""
"tools\news\news_f_final_operational_seal_with_known_warnings_v1.py","20","PROJECT_MASTER_STATE.md","PROJECT_MASTER = ROOT / ""PROJECT_MASTER_STATE.md"""
"tools\news\news_f_final_operational_seal_with_known_warnings_v1.py","21","PROJECT_HANDOFF.md","PROJECT_HANDOFF = ROOT / ""PROJECT_HANDOFF.md"""
"tools\news\news_f_final_operational_seal_with_known_warnings_v1.py","281","PROJECT_RUNTIME.json","""PROJECT_RUNTIME.json"","
"tools\news\news_f_final_operational_seal_with_known_warnings_v1.py","282","PROJECT_MASTER_STATE.md","""PROJECT_MASTER_STATE.md"","
"tools\news\news_f_final_operational_seal_with_known_warnings_v1.py","283","PROJECT_HANDOFF.md","""PROJECT_HANDOFF.md"","
"tools\news\news_historical_access_real_fetch_plan_noapi_v1.py","8","PROJECT_RUNTIME.json","RUNTIME = ROOT / ""PROJECT_RUNTIME.json"""
"tools\runtime\era55a23_p0_guarded_general_production_writer_runtime_integration_apply_and_post_audit_v1.py","58","PROJECT_RUNTIME.json","RUNTIME = ROOT / ""PROJECT_RUNTIME.json"""
"tools\runtime\era55a23_p0_guarded_general_production_writer_runtime_integration_apply_and_post_audit_v1.py","59","PROJECT_HISTORY.json","HISTORY = ROOT / ""PROJECT_HISTORY.json"""
"tools\runtime\era55a23_p0_guarded_general_production_writer_runtime_integration_apply_and_post_audit_v1.py","60","06_PROJECT_MASTER_STATE.md","MASTER = ROOT / ""06_PROJECT_MASTER_STATE.md"""
"tools\runtime\era55a23_p0_guarded_general_production_writer_runtime_integration_apply_and_post_audit_v1.py","61","07_PROJECT_HANDOFF.md","HANDOFF = ROOT / ""07_PROJECT_HANDOFF.md"""
"tools\runtime\era55a23_p0_guarded_general_production_writer_runtime_integration_apply_and_post_audit_v1.py","1363","PROJECT_RUNTIME.json","CURRENT_STATE_AUTHORITY=PROJECT_RUNTIME.json"
"tools\runtime\era55a23_p0_guarded_general_production_writer_runtime_integration_apply_and_post_audit_v1.py","1364","06_PROJECT_MASTER_STATE.md","CURRENT_HUMAN_SUMMARY=06_PROJECT_MASTER_STATE.md"
"tools\runtime\era56e_global_cache_bounded_runtime_binding_readiness_decision_v1.py","15","PROJECT_RUNTIME.json","RUNTIME=ROOT/'PROJECT_RUNTIME.json';ROADMAP=ROOT/'data/tokenoskobi_v1_v8_master_era_roadmap.json'"
"tools\runtime\era56e_global_cache_bounded_runtime_binding_readiness_decision_v1.py","16","06_PROJECT_MASTER_STATE.md","MASTER=ROOT/'06_PROJECT_MASTER_STATE.md';HANDOFF=ROOT/'07_PROJECT_HANDOFF.md';HISTORY=ROOT/'PROJECT_HISTORY.json';ALMANAC=ROOT/'04_ALMANAC.md'"
"tools\runtime\era56e_global_cache_bounded_runtime_binding_readiness_decision_v1.py","176","PROJECT_RUNTIME.json","TK_AI.write_text(f'''# LATEST TK AI HANDOFF\n\nCURRENT_STATE_AUTHORITY=PROJECT_RUNTIME.json\nSTATE_SYNC_UTC={ts}\nCURRENT_ERA=ERA56_GLOBAL_INTELLIGENCE_CACHE\nCURRENT_STAGE=ERA56E_BINDING_READINESS_DECIDED\nLAST_COMPLETED={WORK}\nLAST_RESULT={RESULT}\nDECISION={decision}\nERA24F_NET_UTILITY={net_utility}\nERA56_RUNTIME_BINDING_AUTHORIZED=false\nERA56_PRODUCTION_APPLY_AUTHORIZED=false\nPRODUCTION_MUTATION=false\nNEXT_SAFE_STEP={NEXT}\n''',encoding='utf-8')"
"tools\runtime\era56e_global_cache_bounded_runtime_binding_readiness_decision_v1.py","179","PROJECT_RUNTIME.json","machine['current_state']={'authority':'PROJECT_RUNTIME.json','runtime_status':'ERA56_OPEN_DESIGN_ONLY','active_work_unit':{'id':WORK,'status':'CLOSED_READINESS_DECISION_VERIFIED','artifact':rel},'next_safe_step':{'name':NEXT,'status':'READY'},'last_action':{'timestamp':ts,'task':WORK,'result':RESULT,'artifact':rel}}"
"tools\runtime\era56f_global_cache_bounded_runtime_binding_plan_and_canary_decision_v1.py","15","PROJECT_RUNTIME.json","RUNTIME=ROOT/'PROJECT_RUNTIME.json';ROADMAP=ROOT/'data/tokenoskobi_v1_v8_master_era_roadmap.json'"
"tools\runtime\era56f_global_cache_bounded_runtime_binding_plan_and_canary_decision_v1.py","16","06_PROJECT_MASTER_STATE.md","MASTER=ROOT/'06_PROJECT_MASTER_STATE.md';HANDOFF=ROOT/'07_PROJECT_HANDOFF.md';HISTORY=ROOT/'PROJECT_HISTORY.json';ALMANAC=ROOT/'04_ALMANAC.md'"
"tools\runtime\era56f_global_cache_bounded_runtime_binding_plan_and_canary_decision_v1.py","90","PROJECT_RUNTIME.json","TK_AI.write_text(f'''# LATEST TK AI HANDOFF\n\nCURRENT_STATE_AUTHORITY=PROJECT_RUNTIME.json\nSTATE_SYNC_UTC={ts}\nCURRENT_ERA=ERA56_GLOBAL_INTELLIGENCE_CACHE\nCURRENT_STAGE=ERA56F_CANARY_PLAN_DECIDED\nLAST_COMPLETED={WORK}\nLAST_RESULT={RESULT}\nDECISION={decision}\nERA56_SINGLE_CYCLE_CANARY_APPLY_AUTHORIZED=false\nERA56_RUNTIME_BINDING_AUTHORIZED=false\nERA56_PRODUCTION_APPLY_AUTHORIZED=false\nPRODUCTION_MUTATION=false\nNEXT_SAFE_STEP={NEXT}\n''',encoding='utf-8')"
"tools\runtime\era56f_global_cache_bounded_runtime_binding_plan_and_canary_decision_v1.py","91","PROJECT_RUNTIME.json","machine=load(MACHINE);machine['created_at_utc']=ts;machine['collect_mode']='canonical_sync_snapshot_no_tk_machine';machine['current_state']={'authority':'PROJECT_RUNTIME.json','runtime_status':'ERA56_OPEN_DESIGN_ONLY','active_work_unit':{'id':WORK,'status':'CLOSED_CANARY_PLAN_DECIDED','artifact':rel},'next_safe_step':{'name':NEXT,'status':'READY'},'last_action':{'timestamp':ts,'task':WORK,'result':RESULT,'artifact':rel}};machine['known_facts']={'era56_opened':True,'era56_stage':'ERA56F_CANARY_PLAN_DECIDED','canary_plan_locked':True,'single_cycle_canary_apply_authorized':False,'runtime_binding_authorized':False,'production_apply_authorized':False,'production_mutation':False};dump(MACHINE,machine)"
"tools\runtime\era56i_global_cache_post_canary_review_and_runtime_binding_decision_v1.py","15","PROJECT_RUNTIME.json","RUNTIME=ROOT/'PROJECT_RUNTIME.json';ROADMAP=ROOT/'data/tokenoskobi_v1_v8_master_era_roadmap.json'"
"tools\runtime\era56i_global_cache_post_canary_review_and_runtime_binding_decision_v1.py","16","06_PROJECT_MASTER_STATE.md","MASTER=ROOT/'06_PROJECT_MASTER_STATE.md';HANDOFF=ROOT/'07_PROJECT_HANDOFF.md';HISTORY=ROOT/'PROJECT_HISTORY.json';ALMANAC=ROOT/'04_ALMANAC.md'"
"tools\runtime\era56i_global_cache_post_canary_review_and_runtime_binding_decision_v1.py","149","PROJECT_RUNTIME.json","TK_AI.write_text(f'''# LATEST TK AI HANDOFF\n\nCURRENT_STATE_AUTHORITY=PROJECT_RUNTIME.json\nSTATE_SYNC_UTC={ts}\nCURRENT_ERA=ERA56_GLOBAL_INTELLIGENCE_CACHE\nCURRENT_STAGE=ERA56I_RUNTIME_BINDING_DEFERRED\nLAST_COMPLETED={WORK}\nLAST_RESULT={RESULT}\nDECISION={decision}\nNET_UTILITY={net_utility}\nERA56_RUNTIME_BINDING_AUTHORIZED=false\nERA56_PRODUCTION_APPLY_AUTHORIZED=false\nERA56_ADDITIONAL_CANARY_AUTHORIZED=false\nPRODUCTION_MUTATION=false\nNEXT_SAFE_STEP={NEXT}\n''',encoding='utf-8')"
"tools\runtime\era56i_global_cache_post_canary_review_and_runtime_binding_decision_v1.py","151","PROJECT_RUNTIME.json","machine=load(MACHINE);machine['created_at_utc']=ts;machine['collect_mode']='canonical_sync_snapshot_no_tk_machine';machine['current_state']={'authority':'PROJECT_RUNTIME.json','runtime_status':'ERA56_OPEN_CANARY_VERIFIED_UNBOUND','active_work_unit':{'id':WORK,'status':'CLOSED_RUNTIME_BINDING_DECISION_DEFERRED','artifact':rel},'next_safe_step':{'name':NEXT,'status':'READY'},'last_action':{'timestamp':ts,'task':WORK,'result':RESULT,'artifact':rel}};machine['known_facts']={'era56_opened':True,'era56_stage':'ERA56I_RUNTIME_BINDING_DEFERRED','runtime_binding_decision':decision,'runtime_binding_authorized':False,'production_apply_authorized':False,'additional_canary_authorized':False,'production_mutation':False,'net_utility':net_utility};dump(MACHINE,machine)"
"tools\runtime\general_runtime_surface_classifier_v1.py","248","PROJECT_RUNTIME.json","runtime_path = root / ""PROJECT_RUNTIME.json"""
"tools\runtime\general_runtime_surface_classifier_v1.py","249","PROJECT_HISTORY.json","history_path = root / ""PROJECT_HISTORY.json"""
"tools\runtime\general_runtime_surface_classifier_v1.py","250","06_PROJECT_MASTER_STATE.md","master_path = root / ""06_PROJECT_MASTER_STATE.md"""
"tools\runtime\general_runtime_surface_classifier_v1.py","251","07_PROJECT_HANDOFF.md","handoff_path = root / ""07_PROJECT_HANDOFF.md"""
"tools\runtime\post_era54_hot_ingress_bounded_runtime_integration_noapi_v1.py","838","PROJECT_RUNTIME.json","runtime = load_json(ROOT / ""PROJECT_RUNTIME.json"")"
"tools\runtime\post_era54_hot_ingress_bounded_runtime_integration_noapi_v1.py","855","PROJECT_RUNTIME.json","""authority"": ""PROJECT_RUNTIME.json"","
"tools\runtime\post_era54_hot_ingress_bounded_runtime_integration_noapi_v1.py","905","PROJECT_RUNTIME.json","atomic_write_json(ROOT / ""PROJECT_RUNTIME.json"", runtime)"
"tools\runtime\post_era54_hot_ingress_bounded_runtime_integration_noapi_v1.py","907","PROJECT_BOOT.json","boot = load_json(ROOT / ""PROJECT_BOOT.json"")"
"tools\runtime\post_era54_hot_ingress_bounded_runtime_integration_noapi_v1.py","916","PROJECT_RUNTIME.json","""Read PROJECT_RUNTIME.json first. HBR is closed. """
"tools\runtime\post_era54_hot_ingress_bounded_runtime_integration_noapi_v1.py","925","PROJECT_BOOT.json","atomic_write_json(ROOT / ""PROJECT_BOOT.json"", boot)"
"tools\runtime\post_era54_hot_ingress_bounded_runtime_integration_noapi_v1.py","938","PROJECT_RUNTIME.json","""authority"": ""PROJECT_RUNTIME.json"","
"tools\runtime\post_era54_hot_ingress_bounded_runtime_integration_noapi_v1.py","949","PROJECT_RUNTIME.json","roadmap[""current_state_authority""] = ""PROJECT_RUNTIME.json"""
"tools\runtime\post_era54_hot_ingress_bounded_runtime_integration_noapi_v1.py","970","PROJECT_RUNTIME.json","CURRENT_STATE_AUTHORITY=PROJECT_RUNTIME.json"
"tools\runtime\post_era54_hot_ingress_bounded_runtime_integration_noapi_v1.py","1009","06_PROJECT_MASTER_STATE.md","update_markdown(""06_PROJECT_MASTER_STATE.md"", block)"
"tools\runtime\post_era54_hot_ingress_bounded_runtime_integration_noapi_v1.py","1010","07_PROJECT_HANDOFF.md","update_markdown(""07_PROJECT_HANDOFF.md"", block)"
"tools\runtime\post_era54_hot_ingress_bounded_runtime_integration_noapi_v1.py","1018","PROJECT_RUNTIME.json","`PROJECT_RUNTIME.json` is current-state authority."
"tools\runtime\post_era54_hot_ingress_bound_runtime_first_observation_noapi_v1.py","1092","PROJECT_RUNTIME.json","'authority': 'PROJECT_RUNTIME.json',"
"tools\runtime\post_era54_hot_ingress_bound_runtime_first_observation_noapi_v1.py","1106","PROJECT_RUNTIME.json","runtime = load_json(ROOT / 'PROJECT_RUNTIME.json')"
"tools\runtime\post_era54_hot_ingress_bound_runtime_first_observation_noapi_v1.py","1149","PROJECT_RUNTIME.json","atomic_write_json('PROJECT_RUNTIME.json', runtime)"
"tools\runtime\post_era54_hot_ingress_bound_runtime_first_observation_noapi_v1.py","1151","PROJECT_BOOT.json","boot = load_json(ROOT / 'PROJECT_BOOT.json')"
"tools\runtime\post_era54_hot_ingress_bound_runtime_first_observation_noapi_v1.py","1165","PROJECT_RUNTIME.json","'Read PROJECT_RUNTIME.json first. NEWS operational baseline '"
"tools\runtime\post_era54_hot_ingress_bound_runtime_first_observation_noapi_v1.py","1177","PROJECT_BOOT.json","atomic_write_json('PROJECT_BOOT.json', boot)"
"tools\runtime\post_era54_hot_ingress_bound_runtime_first_observation_noapi_v1.py","1192","PROJECT_RUNTIME.json","'authority': 'PROJECT_RUNTIME.json',"
"tools\runtime\post_era54_hot_ingress_bound_runtime_first_observation_noapi_v1.py","1210","PROJECT_RUNTIME.json","roadmap['current_state_authority'] = 'PROJECT_RUNTIME.json'"
"tools\runtime\post_era54_hot_ingress_bound_runtime_first_observation_noapi_v1.py","1230","PROJECT_RUNTIME.json","CURRENT_STATE_AUTHORITY=PROJECT_RUNTIME.json"
"tools\runtime\post_era54_hot_ingress_bound_runtime_first_observation_noapi_v1.py","1264","06_PROJECT_MASTER_STATE.md","update_markdown('06_PROJECT_MASTER_STATE.md', block)"
"tools\runtime\post_era54_hot_ingress_bound_runtime_first_observation_noapi_v1.py","1265","07_PROJECT_HANDOFF.md","update_markdown('07_PROJECT_HANDOFF.md', block)"
"tools\runtime\post_era54_hot_ingress_bound_runtime_first_observation_noapi_v1.py","1273","PROJECT_RUNTIME.json","`PROJECT_RUNTIME.json` is current-state authority."
"tools\ede_security_baseline_v1.py","22","PROJECT_RUNTIME.json","rt=json.loads((ROOT/""PROJECT_RUNTIME.json"").read_text())"
"tools\era_close.py","146","PROJECT_RUNTIME.json","rt = load_json(""PROJECT_RUNTIME.json"", {})"
"tools\era_close.py","148","PROJECT_RUNTIME.json","write_json(""PROJECT_RUNTIME.json"", rt)"
"tools\era_close.py","150","PROJECT_HISTORY.json","hist = load_json(""PROJECT_HISTORY.json"", {""events"": []})"
"tools\era_close.py","159","PROJECT_HISTORY.json","write_json(""PROJECT_HISTORY.json"", hist)"
"tools\era_close.py","167","06_PROJECT_MASTER_STATE.md","for md in [""03_ROADMAP.md"", ""04_ALMANAC.md"", ""06_PROJECT_MASTER_STATE.md"", ""07_PROJECT_HANDOFF.md""]:"
"tools\era_close.py","182","PROJECT_RUNTIME.json","""PROJECT_RUNTIME.json"","
"tools\era_close.py","183","PROJECT_HISTORY.json","""PROJECT_HISTORY.json"","
"tools\era_close.py","186","06_PROJECT_MASTER_STATE.md","""06_PROJECT_MASTER_STATE.md"","
"tools\era_close.py","187","07_PROJECT_HANDOFF.md","""07_PROJECT_HANDOFF.md"","
"tools\general_systemd_dependency_check_v1.py","34","PROJECT_RUNTIME.json","""PROJECT_RUNTIME.json"","
"tools\general_systemd_dependency_check_v1.py","35","PROJECT_HISTORY.json","""PROJECT_HISTORY.json"","
"tools\general_systemd_dependency_check_v1.py","36","PROJECT_BOOT.json","""PROJECT_BOOT.json"","
"tools\general_systemd_dependency_check_v1.py","42","06_PROJECT_MASTER_STATE.md","""06_PROJECT_MASTER_STATE.md"","
"tools\general_systemd_dependency_check_v1.py","43","07_PROJECT_HANDOFF.md","""07_PROJECT_HANDOFF.md"","
"tools\general_systemd_dependency_check_v1.py","363","PROJECT_RUNTIME.json","runtime = load_json(root / ""PROJECT_RUNTIME.json"")"
"tools\hbr_canonical_state_sync_noapi_v1.py","8","PROJECT_RUNTIME.json","(root / ""PROJECT_RUNTIME.json"").read_text(encoding=""utf-8"")"
"tools\hbr_c_policy_gate_and_collision_dryrun_noapi_v1.py","531","PROJECT_RUNTIME.json","'source_of_truth': 'PROJECT_RUNTIME.json',"
"tools\hbr_c_policy_gate_and_collision_dryrun_noapi_v1.py","612","PROJECT_RUNTIME.json","runtime = load_json(ROOT / 'PROJECT_RUNTIME.json')"
"tools\hbr_c_policy_gate_and_collision_dryrun_noapi_v1.py","629","PROJECT_RUNTIME.json","'authority': 'PROJECT_RUNTIME.json',"
"tools\hbr_c_policy_gate_and_collision_dryrun_noapi_v1.py","667","PROJECT_RUNTIME.json","atomic_write_json('PROJECT_RUNTIME.json', runtime)"
"tools\hbr_c_policy_gate_and_collision_dryrun_noapi_v1.py","669","PROJECT_BOOT.json","boot = load_json(ROOT / 'PROJECT_BOOT.json')"
"tools\hbr_c_policy_gate_and_collision_dryrun_noapi_v1.py","678","PROJECT_RUNTIME.json","'Read PROJECT_RUNTIME.json first. HBR-C is closed. '"
"tools\hbr_c_policy_gate_and_collision_dryrun_noapi_v1.py","688","PROJECT_BOOT.json","atomic_write_json('PROJECT_BOOT.json', boot)"
"tools\hbr_c_policy_gate_and_collision_dryrun_noapi_v1.py","701","PROJECT_RUNTIME.json","'authority': 'PROJECT_RUNTIME.json',"
"tools\hbr_c_policy_gate_and_collision_dryrun_noapi_v1.py","712","PROJECT_RUNTIME.json","roadmap['current_state_authority'] = 'PROJECT_RUNTIME.json'"
"tools\hbr_c_policy_gate_and_collision_dryrun_noapi_v1.py","734","PROJECT_RUNTIME.json","CURRENT_STATE_AUTHORITY=PROJECT_RUNTIME.json"
"tools\hbr_c_policy_gate_and_collision_dryrun_noapi_v1.py","769","06_PROJECT_MASTER_STATE.md","update_markdown('06_PROJECT_MASTER_STATE.md', block)"
"tools\hbr_c_policy_gate_and_collision_dryrun_noapi_v1.py","770","07_PROJECT_HANDOFF.md","update_markdown('07_PROJECT_HANDOFF.md', block)"
"tools\hbr_c_policy_gate_and_collision_dryrun_noapi_v1.py","778","PROJECT_RUNTIME.json","`PROJECT_RUNTIME.json` is current-state authority."
"tools\hbr_source_window_repair_or_close_decision_noapi_v1.py","253","PROJECT_RUNTIME.json","'authority': 'PROJECT_RUNTIME.json',"
"tools\hbr_source_window_repair_or_close_decision_noapi_v1.py","264","PROJECT_RUNTIME.json","runtime = load_json(ROOT / 'PROJECT_RUNTIME.json')"
"tools\hbr_source_window_repair_or_close_decision_noapi_v1.py","291","PROJECT_RUNTIME.json","atomic_write_json('PROJECT_RUNTIME.json', runtime)"
"tools\hbr_source_window_repair_or_close_decision_noapi_v1.py","293","PROJECT_BOOT.json","boot = load_json(ROOT / 'PROJECT_BOOT.json')"
"tools\hbr_source_window_repair_or_close_decision_noapi_v1.py","302","PROJECT_RUNTIME.json","'Read PROJECT_RUNTIME.json first. The current HBR attempt is closed with zero eligible historical input and no production collision. '"
"tools\hbr_source_window_repair_or_close_decision_noapi_v1.py","310","PROJECT_BOOT.json","atomic_write_json('PROJECT_BOOT.json', boot)"
"tools\hbr_source_window_repair_or_close_decision_noapi_v1.py","323","PROJECT_RUNTIME.json","'authority': 'PROJECT_RUNTIME.json',"
"tools\hbr_source_window_repair_or_close_decision_noapi_v1.py","334","PROJECT_RUNTIME.json","roadmap['current_state_authority'] = 'PROJECT_RUNTIME.json'"
"tools\hbr_source_window_repair_or_close_decision_noapi_v1.py","354","PROJECT_RUNTIME.json","CURRENT_STATE_AUTHORITY=PROJECT_RUNTIME.json"
"tools\hbr_source_window_repair_or_close_decision_noapi_v1.py","391","06_PROJECT_MASTER_STATE.md","update_markdown('06_PROJECT_MASTER_STATE.md', block)"
"tools\hbr_source_window_repair_or_close_decision_noapi_v1.py","392","07_PROJECT_HANDOFF.md","update_markdown('07_PROJECT_HANDOFF.md', block)"
"tools\hbr_source_window_repair_or_close_decision_noapi_v1.py","400","PROJECT_RUNTIME.json","`PROJECT_RUNTIME.json` is current-state authority."
"tools\hot_ingress_binding_safe_apply_docs_only_noapi_v1.py","13","06_PROJECT_MASTER_STATE.md","ROOT / ""06_PROJECT_MASTER_STATE.md"","
"tools\hot_ingress_binding_safe_apply_docs_only_noapi_v1.py","14","07_PROJECT_HANDOFF.md","ROOT / ""07_PROJECT_HANDOFF.md"","
"tools\hot_ingress_binding_safe_apply_docs_only_noapi_v1.py","86","PROJECT_RUNTIME.json","- Runtime authority: `PROJECT_RUNTIME.json`"
"tools\hot_ingress_binding_safe_apply_docs_only_noapi_v1.py","90","06_PROJECT_MASTER_STATE.md","- Safe apply scope: `06_PROJECT_MASTER_STATE.md` and `07_PROJECT_HANDOFF.md`."
